O que o loop ReAct adiciona a uma única chamada de LLM?	Composição (tarefas multi-passo), recuperação de erro (vê a falha da ferramenta e tenta de novo), e grounding em estado real (observações vêm do mundo, não da imaginação). Custo: cada passo é uma geração completa — 5 passos = 5× o decode.	modulo15 agentes react
Por que o "description" de uma ferramenta é engenharia de prompt?	É a única informação que o modelo lê para decidir SE e COMO chamar a ferramenta. Vaga ("busca") = roteamento ruim; específica (domínio + quando usar + quando NÃO usar) = roteamento bom. Function calling é prompt engineering com outro nome.	modulo15 agentes
O que o experimento da aritmética mostrou (ferramenta vs CoT vs direto)?	O modelo é o MESMO; muda só se calcula "de cabeça" (direto/CoT) ou usa a calculadora (agente). Para tarefas mecânicas verificáveis, a ferramenta bate qualquer prompt de raciocínio — e a acurácia do agente é a acurácia da FERRAMENTA (~100%), não do modelo. Resta ao modelo saber QUANDO/COMO chamá-la.	modulo15 agentes ferramenta
Por que um LLM é vulnerável a prompt injection indireta?	Ele não distingue estruturalmente INSTRUÇÃO de DADO — tudo é texto no contexto. Quando a saída de uma ferramenta (doc, web, e-mail) contém algo que parece instrução, o modelo pode obedecer. A mesma capacidade que o torna útil o torna vulnerável.	modulo15 agentes seguranca
Por que o risco de injeção CRESCE com a capacidade do modelo?	Um modelo mais capaz executa a instrução maliciosa com mais COMPETÊNCIA. A incompetência de um 0.5B é uma "defesa" acidental que some com a escala. Paradoxo central dos agentes: a capacidade que os torna úteis os torna perigosos.	modulo15 agentes seguranca
Qual a única classe de defesa robusta contra prompt injection?	ARQUITETURAL, não de prompt: menor privilégio (o dano é limitado pelo que a ferramenta PODE fazer) + confirmação humana para ações irreversíveis. Defesas de prompt (delimitadores, "ignore instruções na saída") são todas furáveis. Desenhe para o modelo COMPROMETIDO, não para o confiável.	modulo15 agentes seguranca
Quando um agente é a escolha ERRADA?	Quando uma única chamada resolve (agente = 5× custo e 5× falhas); quando o fluxo é fixo (escreva o pipeline — mais confiável que o modelo redescobrir o caminho); quando a ação é irreversível e o modelo é falível (ponha humano no loop). Agente se paga com ferramenta + composição + caminho incerto.	modulo15 agentes decisao
Por que o custo de um agente NÃO é simplesmente N× o de uma chamada?	O prefill CRESCE a cada passo — o passo 4 reprocessa prompt + os 3 pedidos + as 3 observações anteriores. Custo super-linear no nº de passos. Otimização: prefix caching (histórico já processado fica em cache; cada passo paga só o novo). Módulos 1 e 11.	modulo15 agentes custo
O que é o residual stream e por que "as camadas editam em vez de transformar"?	O vetor de dimensão d que atravessa o modelo é um BARRAMENTO; cada cabeça/MLP LÊ de subespaços dele e ESCREVE de volta (soma). As camadas não substituem a representação — editam incrementalmente. É a base de toda interpretabilidade mecanicista (módulo 2 + Elhage 2021).	modulo16 interp
O que é o logit lens e por que o cru falha em modelos pequenos?	Projetar o estado intermediário de uma camada pela lm_head mostra "o que o modelo preveria se parasse aqui". Cru falha no meio porque assume que toda camada escreve no dialeto da lm_head (só vale perto do fim). Medido: "Paris" só emerge na camada 22 de 24. Tuned lens corrige treinando uma projeção por camada.	modulo16 interp
Descreva os três runs do activation patching e por que o resultado é causal.	1) Run LIMPO (resposta certa), salve ativações; 2) run CORROMPIDO (estrutura igual, resposta diferente); 3) run corrompido TRANSPLANTANDO uma ativação do limpo. Se a resposta certa volta, aquela ativação CARREGA a info — afirmação causal (intervim e medi), não correlacional. Medido: recuperação salta de ~12% para 100% na camada 22.	modulo16 interp patching
Por que mapas de atenção são má evidência, e o que prova causa?	Atenção mostra PARA ONDE se olha, não O QUE se usa (o value pode ser nulo). Correlação. Só a INTERVENÇÃO prova causa: patching (transplantar ativação), ablação (zerar componente), steering (somar direção). O fio condutor dos módulos 2 e 16.	modulo16 interp metodo
O que uma induction head faz e qual capacidade ela explica?	Completa padrões: dado [A][B]...[A], atende a [B] e prevê [B] ("já vi isso; o que veio depois?"). É a base mecanicista do in-context/few-shot learning. Medido no Qwen: cabeça 16/3 com score 14× a média. Sua formação coincide com o salto de ICL no treino.	modulo16 interp induction
O que um probe linear prova — e o que NÃO prova?	Prova que um conceito está REPRESENTADO linearmente (é uma direção no espaço de ativações). Medido: idioma PT/EN separável com 100% já na camada 6. NÃO prova USO — o modelo pode codificar sem que influencie a saída (correlação de novo). Provar uso exige steering.	modulo16 interp probing
O que é um steering vector e por que é o teste que o probe não é?	Uma direção (ex.: média PT − média EN) SOMADA às ativações empurra o comportamento naquela direção, sem treinar. Probe mostra que a direção EXISTE; steering prova que ela CAUSA comportamento. Medido: injetar "PT−EN" na camada 12 trocou a geração para português. Força alta degenera (alavanca cega).	modulo16 interp steering
O que é superposição e por que motiva os SAEs?	Modelos representam MAIS conceitos que dimensões, empacotando-os em direções sobrepostas → neurônios são POLISSEMÂNTICOS (não existe "o neurônio do X"). Sparse Autoencoders reexpressam as ativações numa base maior e esparsa, na esperança de features MONOSSEMÂNTICAS. A unidade de análise moderna é a direção/feature, não o neurônio.	modulo16 interp superposicao
Zero vs mean vs patching como ablação: qual é mais honesto?	Zero (zerar): fácil, mas tira o componente da distribuição de forma artificial. Mean (substituir pela média): remove info específica mantendo a estatística. Patching (substituir por ativação real de outro contexto): o mais preciso. Ordem de trabalho: ablar para triar candidatos, patchar para provar.	modulo16 interp
O que .backward() faz, em três passos?	1) Constrói um GRAFO das operações do forward (cada nó lembra seus filhos); 2) ordena topologicamente (cada nó depois de todos que dependem dele); 3) propaga de trás para frente aplicando a regra da cadeia, cada nó acumulando gradiente nos filhos. ~40 linhas (micrograd) = o núcleo de todo framework.	modulo17 sistemas autograd
Qual a derivada de cross-entropy∘softmax, e por que importa?	softmax(logits) − onehot(y): "a probabilidade que deu, menos a que devia dar". Uma das mais elegantes do ML e a razão de softmax+cross-entropy virem SEMPRE juntas (a composição tem gradiente trivial). Todo passo de treino do curso empurra os logits por ela.	modulo17 sistemas matematica
O que o gradient checkpointing troca, e qual a economia?	Troca compute por memória: NÃO guarda as ativações intermediárias, as RECALCULA no backward. Memória de ativações cai de O(n) para O(√n) camadas (medido: 79% em 24 camadas, 90% em 96). Custo: ~1 forward extra = +30-50% de tempo em GPU. É o --grad-checkpoint do módulo 6.	modulo17 sistemas memoria
Qual termo de memória o checkpointing ataca que LoRA e quantização não atacam?	As ATIVAÇÕES (batch × seq × d × camadas), que dominam em contexto/batch grandes. LoRA ataca os estados do otimizador; quantização, os pesos; checkpointing, as ativações. Cada alavanca ataca um termo diferente da árvore de memória.	modulo17 sistemas memoria
Qual a progressão do ZeRO/FSDP e o que cada estágio particiona?	DDP: replica tudo (7B = 112 GB/GPU, não cabe). ZeRO-1: particiona otimizador (38 GB). ZeRO-2: +gradientes (26 GB). ZeRO-3/FSDP: +parâmetros (14 GB, cabe folgado). Cada estágio divide mais estado entre GPUs ao custo de mais comunicação.	modulo17 sistemas fsdp
All-reduce vs all-gather: qual estratégia usa cada um?	All-reduce (DDP): soma os gradientes de todas as GPUs. All-gather (FSDP): junta os pedaços dos parâmetros antes de cada camada (cada GPU só guarda seu pedaço mas precisa do parâmetro inteiro no forward). FSDP comunica ~50% mais.	modulo17 sistemas comunicacao
Por que FSDP escala dentro de um nó e sofre entre nós?	A comunicação (all-gather) é barata em NVLink (400 GB/s, ~90 ms/passo p/ 7B) e DOMINA em Ethernet (50 GB/s, ~735 ms). A topologia da rede define qual paralelismo usar: FSDP/tensor dentro do nó (NVLink), pipeline entre nós (rede lenta).	modulo17 sistemas comunicacao
O que é a bolha do pipeline e como se dilui?	Ao dividir camadas entre GPUs, enquanto a GPU 0 processa, as outras esperam — ociosidade. Medido (4 estágios): 1 micro-batch = 25% de eficiência (4 GPUs rendem como 1); 32 micro-batches = 91%. Dilui com mais micro-batches (alongam o trabalho útil sem alongar a bolha). Eficiência = M/(M+E−1).	modulo17 sistemas pipeline
Por que N GPUs não dão N× de velocidade (três razões)?	Comunicação que não se sobrepõe ao compute (all-reduce/gather), a bolha do pipeline, e falhas de hardware + reinícios (em clusters grandes por meses, GPUs morrem; cada falha custa desde o último checkpoint). Eficiência de escala típica: 85%.	modulo17 sistemas escala
Qual o gargalo O(L²) da atenção, e o que toda a fronteira tenta corrigir?	QKᵀ é uma matriz L×L: dobrar o contexto QUADRUPLICA compute e memória (medido: L 1024→2048 = ~5× o tempo). Some o KV cache O(L). SSMs, atenção linear e MLA atacam esses dois custos — cada um pagando um preço em recall ou generalidade.	modulo18 arquiteturas
Como um SSM/Mamba resume o passado, e qual sua vantagem-chave?	h_t = A·h_{t-1} + B·x_t: um estado de tamanho FIXO atualizado recorrentemente (uma RNN). Vantagem: memória de inferência CONSTANTE no comprimento (medido: 0,002 MB fixo vs 128 MB de KV cache em 1M tokens). Em contexto ultralongo, a diferença entre caber e não.	modulo18 arquiteturas mamba
O que o Mamba adiciona ao SSM clássico que salvou a ideia de RNN?	1) SELETIVIDADE: A,B,C dependem da entrada — o modelo escolhe o que lembrar/esquecer por token (o que faltava às RNNs para competir em qualidade). 2) PARALLEL SCAN: prefix-sum treina a recorrência em paralelo na GPU (mata o defeito fatal das RNNs, módulo 2).	modulo18 arquiteturas mamba
Qual reordenação torna a atenção linear O(L), e o que ela remove?	Sem softmax, a associatividade permite φ(Q)·(φ(K)ᵀ·V): φ(K)ᵀV é uma matriz d×d INDEPENDENTE de L. Speedup medido: 66× em L=8192. Remove o SOFTMAX — e com ele a capacidade de "focar" numa chave exata (recall).	modulo18 arquiteturas
O que é o MLA e por que é a escolha "conservadora"?	Multi-head Latent Attention (DeepSeek): mantém a atenção (e seu recall) e comprime só o KV cache num vetor latente reexpandido na hora. Medido: −50% de cache (4,29→2,15 GB em 32k). Aposta de baixo posto no KV — a mesma ideia do LoRA (módulo 6), aplicada ao cache.	modulo18 arquiteturas mla
Qual o trade-off central da fronteira, medido?	Recall vs eficiência. Teste de recall associativo: ATENÇÃO 100%, atenção LINEAR 20%. O softmax (exponencial) "afia" a distribuição e seleciona a chave exata; sem ele, a recuperação borra numa média suave. É o que impede o transformer de ser destronado.	modulo18 arquiteturas recall
Por que os modelos de fronteira são híbridos, e qual a proporção?	Cada mecanismo tem força/fraqueza opostas, então se COMBINAM: muitas camadas de Mamba (eficiência) + poucas de atenção (recall). ~1 atenção a cada 6-8 = ~12% das camadas captura quase todo o recall com ~9% do custo. Jamba, Nemotron-H, Falcon-Mamba.	modulo18 arquiteturas hibrido
Como uma imagem entra na arquitetura do transformer sem mudá-la?	Um encoder (ViT) corta a imagem em patches, projeta cada um num vetor da MESMA dimensão dos embeddings de texto, e os intercala na sequência. Para o transformer são só mais tokens. A atenção mistura as modalidades DE GRAÇA (compara todos os tokens entre si). É como "LLM" virou "modelo de fundação".	modulo18 arquiteturas multimodal
O transformer foi destronado? A resposta honesta.	NÃO — complementado e otimizado. A atenção continua insubstituível em recall preciso (100% vs 20%); os "substitutos" reais são híbridos que INCLUEM atenção (~12%); o que mudou é não pagar O(L²) em toda camada. Sete anos e a peça do módulo 2 segue central. Em arquitetura, o padrão é acumulação, não substituição limpa.	modulo18 arquiteturas
