Que fração dos parâmetros de um bloco transformer está no MLP?	87,7% (medido no Qwen2.5-0.5B); atenção = 12,3%. Consequências: LoRA só em q,v toca <1% do modelo; MoE substitui só o MLP porque é onde estão os parâmetros.	modulo02 arquitetura
O que é o attention sink e qual número do curso o quantifica?	O softmax precisa somar 1; cabeças sem nada a buscar despejam massa no 1º token. Medido: 92% da atenção no token 0 na camada 16 do Qwen. Origem dos outliers que atrapalham quantização.	modulo02 modulo11 atencao
Para que servem as conexões residuais (x + f(x))?	1) Gradiente: a derivada tem o termo 1 — caminho direto sem atenuação por dezenas de camadas. 2) Residual stream: blocos EDITAM incrementalmente uma representação compartilhada, não a substituem.	modulo02 arquitetura
Por que RMSNorm precisa de float32 mesmo em treino bf16?	mean(x²) sobre milhares de dimensões estoura a mantissa de 7 bits do bf16. Toda implementação séria faz upcast para fp32, normaliza e volta. Ignorar = NaN em treino longo.	modulo02 precisao armadilha
FLOPs de treino de um LLM: qual a fórmula e de onde vem o fator?	C ≈ 6·N·D (N=parâmetros, D=tokens). O 6: ~2 FLOPs/param no forward + ~4 no backward, por token. Validada contra o Llama-3-8B: estimou 1,01M H100-horas vs 1,3M reportadas (MFU real ~31%).	modulo03 custo
Por que LLMs usam β₂=0,95 no AdamW em vez do padrão 0,999?	0,999 tem memória de ~1000 passos; com batches enormes, a escala do gradiente muda rápido e o v desatualizado causa passos gigantes (loss spikes). 0,95 readapta em ~20 passos.	modulo03 otimizacao
Para que serve o warmup do learning rate?	Nos primeiros passos, as médias m/v do Adam são estimativas ruins; um gradiente atípico + LR cheio destrói pesos recém-inicializados. Rampa linear nos primeiros 0,1–2% dos passos.	modulo03 otimizacao
Gradient accumulation: qual a regra que a torna exata, e o custo de esquecê-la?	Dividir a loss de cada micro-batch por N (o gradiente é linear: média das somas = soma das médias). Esquecer = gradiente N× maior = LR efetivo N× maior; medido: norma exatamente 4× com N=4.	modulo03 treino armadilha
Por que bf16 venceu fp16 no treino de LLMs?	bf16 tem os MESMOS 8 bits de expoente do fp32 (mesma faixa: ±3,4e38) sacrificando mantissa — sem overflow/underflow, sem loss scaling. fp16 estoura em 65.504 e zera gradientes pequenos.	modulo03 precisao
Quais parâmetros NÃO devem receber weight decay?	Biases e pesos de normalização (tensores 1D). Encolher o γ de um RMSNorm rumo a zero desestabiliza o treino. Toda implementação séria separa dois grupos de parâmetros.	modulo03 otimizacao armadilha
O que a deduplicação de corpus melhora (3 coisas medidas por Lee et al.)?	1) Memorização até 10× menor (menos regurgitação literal); 2) menos contaminação de benchmark; 3) perplexidade MELHOR em dados novos. A rara etapa que melhora tudo ao mesmo tempo.	modulo04 dados
Qual a propriedade que faz o MinHash funcionar?	P(minhash_i(A) = minhash_i(B)) = Jaccard(A,B) exatamente. A fração de posições iguais entre assinaturas estima a similaridade com erro ~1/√k. Verificado no lab: erro 0,03 com k=128.	modulo04 dados matematica
O que aconteceu ao aplicar os filtros do Gopher (stop words em inglês) a Machado de Assis?	99,8% do corpus REJEITADO como "não sendo prosa" (2 de 924 parágrafos passaram). Com stop words em português: 99,8% aprovado. Filtros calibrados em inglês destroem corpora de outros idiomas.	modulo04 dados armadilha
O que o LIMA demonstrou, e qual a implicação prática?	1.000 exemplos curados à mão bateram 52.000 gerados automaticamente. SFT ativa uma sub-distribuição do pré-treino — consistência vale mais que volume. Implicação: selecionar os 10% melhores tende a bater usar 100%.	modulo04 modulo05 sft
Por que a loss de TREINO não compara modelos treinados em corpora diferentes?	Ela mede a previsibilidade DO CORPUS, não a qualidade do modelo. Medido: corpus poluído deu loss de treino 3,00 (vs 5,34 do limpo) e desempenho PIOR na validação limpa (+7,8% de loss).	modulo04 avaliacao armadilha
Qual é a armadilha nº 1 do SFT e seu sintoma inconfundível?	EOS ausente nos dados de treino. O modelo responde certo e NUNCA PARA — inventa o próximo turno, responde a si mesmo, até o limite de tokens. Formato messages + template resolvem.	modulo05 sft armadilha
Como se calcula o número de épocas no mlx_lm.lora, e qual a faixa segura?	épocas = (iters × batch_size) / nº de exemplos. Faixa: 1–3. Acima disso o modelo memoriza — e como datasets de SFT são pequenos, chega rápido. Calcule ANTES de treinar.	modulo05 sft
Por que o LR de LoRA é ~10× o de full fine-tune?	Full FT ajusta pesos que já carregam todo o conhecimento (passos grandes destroem). Os adaptadores LoRA partem do ZERO (B=0) e precisam aprender do nada — 1e-4 vs 1e-5. O default 1e-5 do MLX mal sai do lugar.	modulo05 modulo06 lora
Qual a baseline honesta para avaliar um fine-tuning?	O modelo base com O MELHOR PROMPT que você conseguir escrever (instrução detalhada + few-shot), não o modelo cru. Se um prompt melhor resolve, o treino não provou nada — e todo ganho reportado precisa do prompt da baseline por extenso.	modulo05 avaliacao
Como se converte lora_alpha do PEFT para o scale do MLX?	scale_mlx = lora_alpha / r. O PEFT usa multiplicador α/r; o MLX usa scale direto. O default do MLX (scale 20, r=8) equivale a α=160 — muito mais agressivo que o típico α=16.	modulo05 modulo06 lora armadilha
Como se mede catastrophic forgetting, concretamente?	Perplexidade do modelo em textos FORA do domínio de fine-tuning (literatura, código, fatos), antes e depois. Subiu >20% = adaptador agressivo demais. Medido: full FT +16,2% vs LoRA +4,4% no mesmo treino.	modulo05 modulo06 avaliacao
Escreva a equação do LoRA e as três propriedades que o definem.	y = Wx + (α/r)·B·A·x, com W congelada. 1) Identidade no passo 0 (B=0); 2) só A,B recebem gradiente (economia dos 14 bytes de estados); 3) merge exato: W' = W + (α/r)·BA, latência zero.	modulo06 lora
Por que B inicializa em zeros e A aleatória (e não outras combinações)?	B=0 garante BA=0: o treino parte EXATAMENTE do modelo base. Ambas zero: gradiente zero para sempre (simetria que nada quebra). Ambas aleatórias: o passo 0 já é um modelo diferente e pior.	modulo06 lora
A hipótese de baixo posto do LoRA é sobre qual matriz?	Sobre ΔW (a ATUALIZAÇÃO do fine-tuning), não sobre W. Os pesos originais são de posto cheio; o que é aproximável por B·A é a correção. Medido: 5 direções carregam 50% da energia de ΔW (de 192 possíveis).	modulo06 lora matematica
Por que NF4 é melhor que int4 linear, e quanto (medido)?	Pesos de redes são ~gaussianos (curtose medida: 4,16); NF4 põe os 16 níveis nos QUANTIS da normal em vez de uniformes — não desperdiça resolução nas caudas vazias. Erro 1,22× menor em pesos reais do Qwen.	modulo06 quantizacao
Quanto a quantização 4-bit degradou em português vs inglês (Qwen2.5-0.5B)?	Literatura PT: +17,4%. Inglês: +4,3% — 4× mais dano em português. Quantização amplia fraquezas existentes; os números dos papers (medidos em inglês) subestimam o custo no seu domínio.	modulo06 quantizacao portugues
Qual o trade-off central LoRA vs full fine-tune (números do curso)?	Full FT: −28,7% no alvo, +16,2% de esquecimento. LoRA: −10% no alvo, +4,4% de esquecimento. "LoRA aprende menos e esquece menos" (Biderman et al.) — não é grátis, é um trade-off.	modulo06 lora
Por que fundir um adaptador QLoRA e requantizar é problemático?	O adaptador foi treinado para corrigir UMA base NF4 específica; o merge produz pesos cheios, e requantizá-los gera uma base DIFERENTE da que o treino corrigia. Sirva com o adaptador acoplado ou use QA-LoRA.	modulo06 quantizacao armadilha
Por que chain-of-thought funciona, em termos de computação?	O transformer tem profundidade FIXA (mesmo compute para 2+2 e para olimpíada). Cada token gerado é um passo extra que volta como ENTRADA — memória de trabalho externa onde a atenção busca resultados intermediários.	modulo07 reasoning
Qual número do curso quantifica o valor do raciocínio no contexto?	log P(resposta certa) com raciocínio de ouro no contexto: ganho médio de +3,64 nats = resposta 38× mais provável (faixa 6–311×). Sem gerar um token — só forward. Mesmo modelo, mesmos pesos.	modulo07 reasoning
Qual o pré-requisito da self-consistency que o lab expôs?	A resposta certa precisa ser o MODO da distribuição (acurácia base ≳50%). No 0.5B (30%), os votos saíram espalhados e a maioria errou onde o greedy acertava. Ela AMPLIFICA competência; não a cria.	modulo07 reasoning armadilha
Por que cortar max_tokens de um modelo de raciocínio o torna errado, não conciso?	Problemas de k passos precisam de espaço para ~k passos de geração. O modelo não resume quando o espaço aperta — é CORTADO no meio da cadeia. Medido: 0/6 acertos com orçamento de 30–120 tokens (tudo truncado).	modulo07 reasoning
O que o paper do R1 mostrou sobre distillation vs RL em modelos pequenos?	Destilar 800k traços do R1 via SFT PURO superou aplicar o mesmo RL diretamente nos modelos pequenos. O pequeno não tem de onde descobrir; imitar quem descobriu rende mais. "RL descobre, distillation dissemina."	modulo07 modulo10 distillation
Qual o valor da loss de DPO no passo 0, e por quê?	ln 2 ≈ 0,693: política = referência ⇒ recompensas implícitas = 0 ⇒ σ(0) = 0,5. É o teste de sanidade do DPO (análogo ao ln(V) do pré-treino). Outro valor = bug nos dados ou no cálculo de log-probs.	modulo08 dpo sanidade
O que é a recompensa implícita do DPO?	r̂(x,y) = β·log[π(y|x)/π_ref(y|x)] — o quanto a política aumentou a probabilidade da resposta em relação à referência. O modelo treinado com DPO é secretamente um reward model; a margem r̂(chosen)−r̂(rejected) é a métrica de progresso.	modulo08 dpo
Qual truque matemático viabiliza o DPO?	No Bradley-Terry, P(y_w≻y_l) depende só da DIFERENÇA de recompensas; o termo intratável β·log Z(x) aparece nos dois lados e CANCELA. O RL vira classificação binária com 4 forwards.	modulo08 dpo matematica
Qual a patologia clássica do DPO, medida no lab?	Ambas as log-probs CAEM (chosen: −164→−208) enquanto a margem sobe (0→10). A loss só exige diferença; derrubar o rejected mais rápido também a satisfaz. Monitore chosen e rejected separados, nunca só a loss.	modulo08 dpo armadilha
Por que o viés de comprimento afeta o DPO?	A recompensa implícita usa a log-prob SOMADA: cada token soma um termo negativo, então soma e média podem ranquear invertido (medido: soma prefere a curta, média a longa). Chosen sistematicamente mais longo ensina verbosidade. SimPO normaliza.	modulo08 dpo
Você tem 30k 👍/👎 avulsos de produção, sem pares. Qual método de alinhamento?	KTO — projetado para exemplos avulsos rotulados bom/ruim. Transformar em pares artificiais degrada o sinal. (DPO exige pares; ORPO/SimPO também.)	modulo08 alinhamento decisao
Derive o log-derivative trick em uma linha.	∇E[R] = Σ R·∇π = Σ R·π·∇log π = E[R·∇log π]. Permite otimizar recompensas NÃO diferenciáveis (testes, verificadores): gere amostras, pese o ∇log π de cada pela recompensa.	modulo09 rl matematica
O que a baseline faz com o gradiente do REINFORCE (medido)?	Não muda a média (E[∇log π]=0), reduz a variância — medido: 53,7× menor só subtraindo a média das recompensas. A = R − b é a vantagem: "melhor que o esperado", não "bom".	modulo09 rl
Como o GRPO estima a vantagem, e o que ele elimina do PPO?	A_i = (r_i − média do grupo)/desvio do grupo, com G=4–16 gerações do MESMO prompt. Elimina o value model (e seus estados) — metade da memória e a maior fonte de instabilidade do PPO.	modulo09 grpo
O que acontece num prompt em que o grupo inteiro acerta (ou erra) no GRPO?	Vantagem = 0 para todos ⇒ gradiente zero ⇒ compute de geração desperdiçado. O treino se concentra sozinho na fronteira da competência — e por isso se filtram prompts por taxa de acerto (10–90%).	modulo09 grpo
Quais eram as DUAS recompensas do DeepSeek-R1-Zero?	1) Acurácia: a resposta final extraída confere com o gabarito? 2) Formato: o raciocínio está entre <think></think>? Só regras — nenhum reward model neural (que seria hackeável).	modulo09 grpo r1
Descreva o reward hack produzido no lab (e a lição).	Recompensa = CONTAGEM de "--" (ilimitada): a curva subiu de 0,25 a 17,4 enquanto o modelo virava spam de travessões (PPL 223→1491). Na curva, indistinguível de sucesso. Defesas: recompensa binária, KL, e LER as gerações.	modulo09 reward-hacking armadilha
O que aconteceu no GRPO sem o termo KL (medido)?	Sucesso no verificador foi a 100% — e a linguagem morreu (PPL 223→1739, gerações degeneradas). O KL não é regularização opcional em RL: é o que impede o colapso na solução degenerada. Com β=0,05: 90% de sucesso, PPL 492.	modulo09 grpo kl
Por que o GRPO exige temperatura > 0 na geração?	Com T=0 as G gerações do grupo são idênticas ⇒ recompensas iguais ⇒ desvio zero ⇒ vantagem zero ⇒ gradiente zero para sempre. A diversidade do grupo É o mecanismo de exploração.	modulo09 grpo armadilha
O que é dark knowledge?	A informação nas probabilidades pequenas do professor: quais erros são quase-acertos, quais são absurdos. Invisível no rótulo one-hot. Medido: 469 alternativas efetivas (entropia 6,15 nats) num contexto real.	modulo10 distillation
Forward vs reverse KL num aluno com menos capacidade: o que cada um produz?	Forward KL(p‖q): obriga cobrir todos os modos → aluno assenta NO VALE entre eles (medido: μ=0, σ=2,13 numa bimodal ±2). Reverse KL(q‖p): proíbe massa onde p≈0 → escolhe UM modo (μ=+2,00, σ=0,60).	modulo10 distillation matematica
O mode-seeking do reverse KL é garantido pelo otimizador?	NÃO — é a geometria do objetivo. Inicialização larga demais (σ₀=1,0) prende no mínimo local simétrico (μ=0). Só com σ₀≤0,5 escolhe o modo. Na prática: inicialize o aluno com SFT antes do reverse KL (MiniLLM).	modulo10 distillation armadilha
Quanto a destilação de logits melhorou sobre treinar do zero (medido)?	+16,3% de PPL (197,8 → 165,5) com aluno de 11% do tamanho do professor — mesmos dados, mesmos passos. Custo escondido: 3× mais lento (um forward do professor por passo).	modulo10 distillation
Quais as três regras do pipeline black-box que o desastre do lab demonstrou?	1) Professor MUITO melhor que o aluno; 2) escala real de geração (o lab usou 40× menos e deu 53 épocas); 3) rejection sampling obrigatório. Violando as três: aluno com PPL 3.190 (16× pior). É o model collapse em dose concentrada.	modulo10 distillation armadilha
Por que o MoE substitui apenas o MLP (duas razões)?	1) Parâmetros: o MLP é 87,7% do bloco — é onde a esparsidade paga. 2) Função: a atenção mistura POSIÇÕES e precisa ver tudo; especializá-la fragmentaria o contexto.	modulo11 moe
Parâmetros totais vs ativos num MoE: o que cada um custa?	Totais: MEMÓRIA (todos os experts residentes — ex.: Qwen3-30B-A3B = 15 GB em 4-bit). Ativos: COMPUTE e banda por token (3B = velocidade de um denso pequeno). MoE separa as duas contas.	modulo11 moe
Descreva o ciclo do colapso de roteamento e a contramedida.	Expert levemente melhor → recebe mais tokens → treina mais → melhora mais (winner-take-all). Contramedida: loss auxiliar α·E·Σf_i·P_i (Switch), mínima na distribuição uniforme, ligada DESDE O INÍCIO (α~0,01).	modulo11 moe
Qual a garantia matemática da decodificação especulativa?	A distribuição final é EXATAMENTE a do modelo alvo — aceitação com min(1, p_alvo/p_draft) + reamostragem da residual max(0, p_alvo−p_draft). Verificado: TV empírica 0,139, ABAIXO do piso de ruído da amostragem direta (0,17–0,19).	modulo11 especulativo
Quais números o lab mediu para o especulativo (draft 11% do alvo)?	Taxa de aceitação 59%; 3,37 tokens por forward do alvo (vs 1,00); speedup 1,83× até em CPU. O ganho real em GPU vem de reduzir leituras de memória (decode é memory-bound).	modulo11 especulativo
Qual a conexão entre draft models e distillation?	O draft ideal é um aluno DESTILADO do próprio alvo: mesma família (tokenizer idêntico é requisito duro), distribuição parecida (aceitação alta). "Pequeno que imita o grande" é literalmente o módulo 10.	modulo11 modulo10 especulativo
TTFT vs TPOT: o que cada um mede e o que os move?	TTFT: espera até a 1ª palavra (dominado pelo prefill, cresce com o prompt). TPOT: ritmo das palavras seguintes (dominado pelo decode/banda). Batch maior melhora throughput e PIORA o TPOT de todos.	modulo11 inferencia
Custo por milhão de tokens: qual a fórmula de primeiro princípio?	custo/Mtok ≈ preço_gpu_hora / (throughput_tok_s × 3600) × 10⁶. Ex.: A100 a $1,50/h com 3.000 tok/s ≈ $0,14/Mtok. A margem sobre APIs só existe com utilização alta.	modulo11 custo
Diante de um problema novo: qual a ordem de diagnóstico prompt→RAG→SFT→DPO→RL→distillation?	Falta conhecimento volátil? RAG. Formato/tom inconsistente com prompt bom? SFT. Escolhe mal entre plausíveis? DPO. Verificador exato + acerta às vezes? GRPO. Bom mas caro? Destilar+quantizar. Teste-chave: se a informação no prompt resolve, é conhecimento (RAG), não comportamento (SFT).	modulo12 decisao
Por que "a curva de treino está linda" nunca basta como evidência?	Casos medidos: reward hack (curva 0,25→17,4, modelo = spam); loss de treino menor no corpus poluído (3,00) com modelo pior; DPO com margem subindo e chosen despencando. A verificação suficiente: LER as saídas + métrica num conjunto fixo limpo.	modulo12 avaliacao armadilha
